code,rcn,title
JTI-CS-2011-3-ECO-01-032,"17791","Formulation and characterisation of new aluminium alloys for high temperature applications (250°C)"
JTI-CS-2011-3-GRA-01-040,"17923","Nose Fuselage/Cockpit dynamic characterization for internal noise attenuation"
ERC-AG-SH2,"12358","ERC Advanced Grant - Institutions, values, beliefs and behaviour"
JTI-CS-2011-1-SFWA-03-006,"17864","Outer wing assembly for tooling manufacturing"
ERC-OA,"16756","Other activities"
ICT-2011.4.1,"16697","SME initiative on Digital Content and Languages"
SPA,"10969","Space"
SP1-JTI-ARTEMIS-2010-4,"16851","Efficient manufacturing and logistics"
JTI-CS-2011-3-ECO-01-033,"17792","Corrosion protection of aluminium unpainted parts: development of an appropriated Cr free sealing"
NMP.2011.1.3-4,"17074","European Platform on Nano Outreach and Dialogue (NODE)"
JTI-CS-2011-1-GRA-05-006,"17754","Updated Regional traffic scenario to upgrade Requirements for ""Future Regional Aircraft”"
JTI-CS-2011-2-GRC-01-007,"17904","Gurney flap actuator,  mechanism and control electronics  for a Model  scale helicopter rotor blade (Develop and supply the actuation system for integration into the active model rotor blade)"
JTI-CS-2011-3-GRA-02-018,"17745","Low Noise Devices aeroacoustics numerical Simulation"
SEC-2011.1.2-1,"17200","Strategies for countering a terrorist attack in an urban environment – Capability Project"
ENERGY.2011.10.2-2,"15950","Supporting the coordination of national research activities of Member States and Associated States in the field of GEOTHERMAL energy (ERA-NET)"
JTI-CS-2011-1-SAGE-04-009,"17890","Integrating forging- and process-simulation into SAGE4 GTF LPT rotor design"
EeB.ENERGY.2011.8.1-1,"16359","Demonstration of very low energy new buildings"
ENERGY.2011.5&6.2-3,"18392","Support to the European CCS Demonstration Project Network"
AAT.2012.6.3-1.,"18204","Breakthrough and emerging technologies"
AAT.2012.6.3-2.,"18205","Radical new concepts for air transport"
ENERGY-2007-8.1-02,"15891","Manufacturing industry: SMEs energy innovation"
SST.2010.2.1-3.,"12850","Development and promotion of best practice in freight logistics"
SST.2010.5.2-5.,"12859","Upgraded maritime transport information management"
ENERGY.2010.7.1-1,"12968","Large-scale demonstration of smart electricity distribution networks with distributed generation and active customer participation"
ENERGY.2011.4.1-4,"15940","Advanced compact storage systems"
ENERGY.2011.4.1-2,"15938","Low/Medium temperature solar thermal systems for industrial process heat"
ENERGY.2011.4.1-3,"15939","Materials for thermal storage systems"
ENERGY.2011.2.1-4,"15931","Development and demonstration of standardized building components"
NMP-2007-1.2-2,"11999","Analysis of the ethical, regulatory, social and economic environment of nanomedicine"
NMP.2011.4.0-1,"17096","New technologies based on physical processing of materials for mechanical or electro-technical applications"
JTI-CS-2011-1-SAGE-03-007,"17885","Large 3-shaft Demonstrator – Core Turbomachinery – High Temperature Flexible PCB"
SSH.2011.4.1-1,"17298","Tackling poverty in a development context"
AAT.2012.3.4-2.,"18182","Maintenance"
SP1-JTI-ARTEMIS-2010-2,"16922","Person-centric health management"
SSH.2011.4.2-1,"17300","The evolving concept of borders"
SP1-JTI-ARTEMIS-2009-5,"13198","Computing environments for embedded systems"
GC.SST.2011.7-9.,"16250","Efficient long distance transport – future power train concepts (includes: advanced combustion and after-treatment)"
SSH.2011.3.3-1,"17266","Cultural encounters (ERA-Net Plus)"
JTI-CS-2011-3-ECO-02-012,"17814","Intelligent Load Power Management Rig Module"
AAT.2012.6.2-4.,"18203","Building agility and resilience of the ATM system beyond SESAR"
AAT.2012.7-8.,"18068","Attracting young Europeans to future careers in the field of aeronautics"
AAT.2012.1.1-1.,"18160","Flight physics"
JTI-CS-2011-1-GRC-05-005,"17913","Integrated ATC/tiltrotor simulation of low-noise procedures and evaluation of the impact on operators"
ENV.2012.6.5-4,"18155","Integrated assessment of air pollution supporting the revision of EU air quality legislation"
SP1-JTI-ARTEMIS-2010-8,"16882","Human-centric design of embedded systems"
JTI-CS-2011-3-SGO-03-015,"17775","Simplified noise models for real time on-board applications"
SEC-2011.2.2-2,"17185","Protection of Critical Infrastructure (structures, platforms and networks) against Electromagnetic Attacks - Capability Project"
SP1-JTI-ARTEMIS-2011-5,"16799","Computing platforms for embedded systems"
AAT.2012.1.4-2.,"18170","Demonstration of breakthrough sub-systems enabling high overall pressure ratio engines"
HEALTH-2009-3.2-3,"11290","Primary care quality linkage to costs"
ENV.2012.6.1-5,"18132","Explore opportunities, risks, feasibility and policy implications associated with key geo-engineering options"
AAT.2012.7-28.,"18073","Facilitating access to aircraft for disabled people"
FP7-PEOPLE-2012-NIGHT,"17627","Marie-Curie Action: ""Researchers' Night"""
AAT.2012.4.2-6.,"18197","Maintenance and repair"
JTI-CS-2010-1-SFWA-01-004,"16955","Support of icing-tests (runback-ice behaviour of surfaces) and icing mechanisms"
AAT.2012.7-9.,"18069","Supporting organisation of conferences and events of special relevance to Aeronautics and Air Transport research"
AAT.2012.7-27.,"18072","Airport centred co-modality and intermodality"
AAT.2012.7-25.,"18070","Assessment of the potential insertion of unmanned aerial system in the air transport system"
INFRA-2012-3.3.,"17588","Coordination actions, conferences and studies supporting policy development, including international cooperation, for e-Infrastructures"
HEALTH.2012.2.3.0-1,"18385","Diagnostics for infectious diseases in humans"
HEALTH.2012.2.4.5-1,"18331","Technological approaches to combating sensory impairments"
HEALTH.2012.1.4-2,"18365","Medical technology for transplantation and bioartificial organs"
ENV.2012.6.2-5,"18139","Improve scientific knowledge base to support the implementation of the Marine Strategy Framework Directive ('The Ocean for Tomorrow')"
ENERGY.2012.7.3.1,"18230","Networking of national R&amp;D and demonstration projects  on smart metering infrastructure and data processing"
AAT.2012.3.3-2.,"18176","Systems and equipment"
AAT.2012.4.2-4.,"18196","Systems"
REGPOT,"10967","Research Potential"
REGIONS,"13892","Regions of Knowledge"
NMP.2011.2.2-1,"17098","Novel superconducting materials, architectures and processes for electro-technical applications"
GC-ICT-2011.6.8,"15453","ICT for fully electric vehicles"
JTI-CS-2010-1-SFWA-01-009,"16931","Protoype of curing tool"
SP1-JTI-FCH.2011.2.7,"17693","Innovative Materials and Components for PEM electrolysers"
JTI-CS-2011-1-SAGE-04-010,"17891","Total Measurement System for Geometry and Surface Inspection of bladed Disks (TOMMI)"
JTI-CS-2011-2-SFWA-01-040,"17836","Morphing Skin Design Tools and Demonstration"
SP1-JTI-FCH.2011.3.1,"17702","Next generation stack and cell design"
JTI-CS-2011-3-SAGE-04-017,"17897","Integration of an Acoustic Absorber into the Turbine Exit Casing (TEC)"
ENV.2012.6.1-4,"18131","Exploiting the full potential of economic instruments to achieve the EU's key greenhouse gas emissions reduction targets for 2020 and 2050"
FP7-PEOPLE-2012-IRSES,"17626","Marie Curie Action ""International Research Staff Exchange Scheme"""
SP1-JTI-ARTEMIS-2008-3,"17981","Smart environments and scalable digital services"
ENV.2012.6.6-1,"18157","EU-India cooperation in water technology: research and innovation"
AAT.2012.7-26.,"18071","Efficient airports for Europe"
JTI-CS-2010-5-ECO-01-016,"15680","Surface mapping to improve reliability of dry treatment on metallic and organic surfaces"
FP7-PEOPLE-2012-CIG,"17621","Marie-Curie Action: ""Career Integration Grants"""
JTI-CS-2011-3-SAGE-04-018,"17898","Development of a Microwave Clearance Measurement System for Low Pressure Turbines"
ENV.2012.6.3-4,"18145","Support for standardisation needs in the field of environment"
ENV.2012.6.3-3,"18144","Development of resource efficiency indicators"
SP1-JTI-FCH.2011.2.4,"17690","Novel H2 storage materials for stationary and portable applications"
KBBE.2012.3.3-03,"18318","Mastering integration and intensification of bioprocesses"
KBBE.2012.2.2-02,"18296","Study on the need for food and health research infrastructures"
JTI-CS-2012-1-SAGE-03-012,"17887","Non-metallic Pipes for Aero engine Dressings"
KBBE.2012.1.4-04,"18288","Improved management practices and alternative treatments to improve animal health in organic farming systems"
KBBE.2012.3.2-01,"18314","Innovative marine biodiscovery pipelines for novel industrial products"
KBBE.2012.1.4-03,"18287","Advocacy and informational material for different media targeting decision makers at different levels and end-users in Africa in the fight against neglected zoonotic diseases"
KBBE.2012.2.4-05,"18307","Post-market monitoring of GMOs based on epidemiological studies"
KBBE.2012.3.3-02,"18317","Support to standardisation for bio-based products"
ENV.2012.6.3-2,"18143","Policy options for a resource efficient economy"
AAT.2012.1.1-2.,"18161","Aerostructures"
SST.2012.2.5-1.,"18082","Rail system interoperability (regulatory and non-legislative interoperability based on technological innovations)"
TPT.2012.1-2.,"18120","Transport infrastructure impact on international competitiveness of Europe"
JTI-CS-2011-1-SAGE-02-008,"17871","Propellers electrical de-icing system: reliability assessment of key technologies for high temperature electrical machines"
JTI-CS-2011-2-SFWA-02-017,"17850","Advanced Pylon Noise Reduction Design and characterisation through flight worthy PIV"
SP1-JTI-FCH.2011.3.3,"17704","Component improvement for stationary power applications"
SP1-JTI-FCH.2011.2.6,"17692","Low-temperature H2 production processes"
ENV.2012.6.2-6,"18140","Development of advanced technologies and tools for mapping, diagnosing, excavating, and securing underwater and coastal archaeological sites"
KBBE.2012.3.1-02,"18312","Multipurpose crops for industrial bioproducts and biomass"
KBBE.2012.1.2-01,"18346","Development of new or improved logistics for lignocellulosic biomass harvest, storage and transport"
KBBE.2012.1.4-02,"18286","Boosting the translation of FP projects' results into innovative applications in the field of agriculture, forestry, fisheries and aquaculture"
KBBE.2012.3.3-01,"18316","Overcoming hurdles for innovation in industrial biotechnology in Europe"
KBBE.2012.2.3-01,"18298","Feed production from food waste"
AAT.2012.1.1-3.,"18162","Propulsion"
AAT.2012.1.2-2.,"18167","Maintenance and disposal"
AAT.2012.1.3-2.,"18169","Airports"
AAT.2012.3.1-2.,"18173","Noise and vibration"
SST.2012.5.2-4.,"18098","Innovation and standardisation in the field of signalling to accelerate a European Train Control System rollout"
AAT.2012.3.4-1.,"18181","Design systems and tools"
FoF.NMP.2012-2,"18273","Methodologies and tools for the sustainable, predictive maintenance of production equipment"
JTI-CS-2011-3-SGO-02-014,"17758","Construction of bespoke evaluation Power Modules"
KBBE.2012.2.4-03,"18305","Strengthening cooperation for global food safety research"
KBBE.2012.1.3-04,"18362","Optimised terrestrial farm animal reproduction systems and/or technologies"
KBBE.2012.2.5-03,"18310","A comparative analysis of global versus local food supply systems"
KBBE.2012.1.3-03,"18361","Monogastrics Feed Efficiency - Efficiency of terrestrial livestock digestive systems and reduction of the ecological footprint through a combination of systems biology, 'omics' and nutrition"
KBBE.2012.1.2-06,"18351","Multipurpose trees and non-wood forest products for an innovative forestry in rural areas"
KBBE.2012.3.1-01,"18311","Improved water stress tolerance of crop plants"
KBBE.2012.3.4-02,"18320","Biotechnology for novel biopolymers"
KBBE.2012.3.5-04,"18324","Verification of GMO risk assessment elements and review and communication of evidence collected on the biosafety of GMO"
KBBE.2012.2.5-02,"18309","Optimising food use for social innovation"
KBBE.2012.1.4-08,"18292","Development and application of methodologies and tools, including indicators, for the assessment of environmental impacts of rural development programmes in the EU"
KBBE.2012.3.5-02,"18322","Biotechnological solutions for the degradation of synthetic polymeric materials (The Ocean of Tomorrow)"
KBBE.2012.2.2-03,"18297","Impact of lifestyle on well-being and diet-related disease"
FoF-ICT-2011.7.1,"16695","Smart Factories: Energy-aware, agile manufacturing and customisation"
JTI-CS-2011-2-GRA-03-005,"17748","Design, development and manufacturing of EMA and Test Set-up for advanced Landing Gear System actuation"
JTI-CS-2011-3-GRA-03-006,"17749","Development and manufacturing of Programmable Electrical Loads and advanced Power Supply Modulation for Electrical Energy Management testing in Flight Demo"
JTI-CS-2011-3-ECO-01-039,"17798","Development of a chromate 6+  free chemical surface treatment for cast magnesium alloys protection"
JTI-CS-2011-3-GRC-03-010,"17910","Advanced programmable Loads for Electrical Test Bench"
JTI-CS-2011-3-GRC-03-011,"17911","Multi-source regenerative systems power conversion"
TPT.2012.2-2.,"18123","Reduction of the vulnerability of the European Transport System to extreme weather events and natural disasters"
SP1-JTI-FCH.2011.2.8,"17694","Pre-normative research on design and testing requirements for metallic components exposed to H2 enhanced fatigue"
KBBE.2012.3.2-02,"18315","Improved cultivation efficiency of marine microorganisms"
FoF.NMP.2012-4,"18275","High-performance manufacturing technologies in terms of efficiency (volumes, speed, process capability etc), robustness and accuracy"
EeB.NMP.2012-4,"18282","Nanotechnology based approaches to increase the performance of HVAC systems"
EeB.NMP.2012-1,"18279","Interaction and integration between buildings, grids, heating and cooling networks, and energy storage and energy generation systems"
SME-2012-1,"17589","Research for SMEs"
SME-2012-3,"17591","Demonstration activity"
NMP.2012.4.0-4,"18266","Organisation of events related to the Presidencies of the European Union"
NMP.2012.4.0-2,"18264","Support for standardisation needs"
EeB.NMP.2012-5,"18283","Novel materials for smart windows conceived as affordable multifunctional systems offering enhanced energy control"
KBBE.2012.3.1-03,"18313","EU – China Partnering Initiative on fibre crops – Mandatory China"
KBBE.2012.1.2-03,"18348","Plant growth-promoting bio-effectors (microorganisms and active natural compounds) for alternative plant nutrition strategies in non-leguminous crops"
GC.NMP.2012-1,"18210","Innovative automotive electrochemical storage applications based on nanotechnology"
ERA-JP.2012.1,"17965","Joint programming and its instruments: optimising implementation modalities and support mechanisms"
FoF.NMP.2012-3,"18274","Intelligent production machines and 'plug-and-produce' devices for the adaptive system integration of automation equipment, robots and other intelligent machines, peripheral devices, smart sensors and industrial IT systems"
INFRA-2012-3.1.,"17586","International cooperation with the USA on common data policies and standards relevant to global research infrastructures in the environment field"
INFRA-2012-2.2.4.,"17582","ISBE - Infrastructure for Systems Biology-Europe"
INFRA-2012-1.1.22.,"17573","Imaging, Diffraction and Spectroscopy using Electrons"
INFRA-2012-2.2.3.,"17581","ECCSEL (European Carbon Dioxide Capture and Storage Laboratory Infrastructure)"
KBBE.2012.1.2-04,"18349","Vineyard agronomic management and breeding for improved grape quality to reinforce competitiveness of the winegrowing sector"
KBBE.2012.1.2-02,"18347","Managing semi-natural habitats and on-farm biodiversity to optimise ecological services"
KBBE.2012.1.1-01,"18343","Improving seeds for agriculture and conservation activities"
KBBE.2012.1.4-01,"18285","Design of a systems analysis tools framework for the EU bio-based economy strategy"
KBBE.2012.3.5-03,"18323","Biotechnological waste water treatments and reuse in agronomical systems"
KBBE.2012.1.2-07,"18352","Development of management strategies for planted and managed forests to increase mitigation capacity"
KBBE.2012.3.5-01,"18321","Innovative biotechnologies for tackling oil spill disasters (The Ocean of Tomorrow)"
KBBE.2012.2.3-02,"18299","Exploitation of Framework Programme project results in food processing by small and medium-sized enterprises"
KBBE.2012.1.4-05,"18289","Volatility of agricultural commodity markets"
AAT.2012.3.3-4.,"18177","Human factors"
AAT.2012.3.4-5.,"18184","Human factors"
JTI-CS-2011-2-ECO-01-026,"17785","Development of a bamboo fiber process suitable for aeronautical composites applications"
KBBE.2012.2.2-01,"18295","Beneficial effects of bioactive compounds in humans"
EeB.NMP.2012-3,"18281","Development and validation of new 'processes and business models' for the next generation of performance based energy-efficient buildings integrating new services"
TPT.2012.3-1.,"18124","Fostering innovation for trans-national cooperation in European transport research and promoting active participation of stakeholders in European research calls and projects"
EeB.NMP.2012-2,"18280","Systemic Approach for retrofitting existing buildings, including envelope upgrading, high performance lighting systems, energy-efficient HVAC systems and renewable energy generation systems"
TPT.2012.3-2.,"18125","Bringing innovative products and services to the market: analysis of pathways and best conditions for innovation"
AAT.2012.3.5-1.,"18185","Integrated approach to safe flights under icing conditions"
AAT.2012.5.1-1.,"18201","Aerostructures"
FoF.NMP.2012-5,"18276","High precision production technologies for high quality 3D micro-parts"
FoF.NMP.2012-6,"18277","Knowledge-based tools and approaches for process planning and integrated process simulation at factory level"
FoF.NMP.2012-1,"18272","Adaptive production systems and measurement and control equipment for optimal energy consumption and near-to-zero emissions in manufacturing processes"
SME-2012-2,"17590","Research for SME associations"
JTI-CS-2011-1-GRC-03-007,"17906","Innovative Dynamic Rotor Brake"
SST.2012.5.2-3.,"18097","Innovative structural and outfitting materials for ships including inland ships"
SP1-JTI-FCH.2011.2.3,"17689","Biomass-to-hydrogen (BTH) thermal conversion process"
SP1-JTI-FCH.2011.3.4,"17705","Proof-of-concept fuel cell systems"
SP1-JTI-FCH.2011.4.4,"17721","Research, development and demonstration of new portable Fuel Cell systems"
INFRA-2012-2.2.5.,"17583","MIRRI -  Microbial Resource Research Infrastructure"
FP7-PEOPLE-2012-ITN,"17619","Marie-Curie Action: ""Initial Training Networks"""
FP7-PEOPLE-2012-EURAXESS-IU,"17628","Trans-national collaboration among EURAXESS members on topics related to the Innovation Union"
SST.2012.1.1-1.,"18074","Assessment and mitigation of noise impacts of the maritime transport on the marine environment (coordinated topic within the framework of the ‘Ocean of Tomorrow’)"
SST.2012.3.1-2.,"18086","Innovative design and operation of new or upgraded efficient urban transport interchanges"
SST.2012.5.2-5.,"18099","E-guided vessels: the 'autonomous' ship"
JTI-CS-2011-1-SAGE-03-009,"17882","Large 3-shaft Demonstrator – Aeroengine intake acoustic liner technology development"
GC.SST.2011.7-8.,"16249","ERA-Net Plus ‘Electromobility’"
FoF.NMP.2012-7,"18278","Innovative technologies for casting, material removing and forming processes"
EeB.NMP.2012-6,"18284","Methodologies for Knowledge transfer within the value chain and particularly to SMEs"
JTI-CS-2012-1-SFWA-02-027,"17862","Transonic High Reynolds Number Testing of a Large Laminar Wing Half Model"
INFRA-2012-2.2.2.,"17580","Windscanner - The European WindScanner Facility"
NMP.2012.2.3-1,"18260","Networking of ETPs and main materials collective stakeholders in materials science and engineering"
NMP.2012.1.4-4,"18249","Evaluation of EC communication and dialogue on research and innovation in nanotechnologies and design of future needs for the EU (industry and society)"
SP1-JTI-FCH.2011.5.1,"17728","Assessment of benefits of H2 for energy storage and integration in energy markets"
JTI-CS-2011-1-SFWA-01-038,"17999","High Voltage amplifier for MEMS-based Active Flow Control (AFC)actuators"
SP1-JTI-FCH.2011.3.7,"17708","Field demonstration of small stationary fuel cell systems for residential and commercial applications"
SEC-2011.2.2-1,"17136","Airport checkpoints - Integration Project"
FoF-ICT-2011.7.2,"16690","Manufacturing solutions for new ICT products"
JTI-CS-2010-3-SFWA-02-009,"16909","Model design &amp; manufacturing of the turbofan configuration for low speed aerodynamic and acoustic tests"
ENV.2012.6.3-1,"18142","Innovative resource efficient technologies, processes and services"
KBBE.2012.1.3-01,"18359","Development and evaluation of scientific methodologies for cost-effective risk-based animal health surveillance"
SST.2012.1.1-2.,"18075","Support to the development of joint programming in marine and maritime research to address cross-cutting sea-related challenges (Support Action within the framework of the ‘Ocean of Tomorrow’)"
SST.2012.4.2-1.,"18094","Priorities for road safety research in Europe"
AAT.2012.1.1-5.,"18164","Avionics"
TPT.2012.1-3.,"18121","Prospects for transport evolution: challenges for the competitiveness of the European transport sector in the long term"
ICT-2011.3.1,"16701","Very advanced nanoelectronic components: design, engineering, technology and manufacturability"
SP1-JTI-ARTEMIS-2011-1,"16908","Methods and processes for safety-relevant embedded systems"
SP1-JTI-FCH.2011.1.7,"17830","Research &amp; development on Bipolar Plates"
ENV.2012.6.1-2,"18129","Development of advanced techno-economic modelling tools for assessing costs and impacts of mitigation policies"
SST.2012.3.1-3.,"18087","Take-up of transport innovation in urban and regional transport"
SST.2012.5.2-2.,"18096","Next generation tools for optimised infrastructure asset management"
ICT-2011.1.2,"16661","Cloud Computing, Internet of Services and Advanced Software Engineering"
JTI-CS-2011-3-SAGE-02-010,"17873","Contra-Rotating Open Rotor (CROR) Propeller barrels"
INFRA-2012-2.2.6.,"17584","ANAEE - Infrastructure for Analysis and Experimentation on Ecosystems"
SP1-JTI-ARTEMIS-2011-6,"16856","Embedded Systems for Security and Critical Infrastructures Protection"
ICT-2011.1.1,"16675","Future Networks"
SP1-JTI-FCH.2011.5.4,"17731","Development of EU-wide uniform performance test schemes for PEM fuel cell stacks"
REGPOT-2012-2013-1,"17595","Any research topic covered by the EU FP7"
COH-2012-PROCURERS,"17611","Support to trans-national networks of procurers"
KBBE.2012.3.4-01,"18319","Conversion of bio-waste in developing countries – SICA (African ACP, Mediterranean Partner Countries)"
KBBE.2012.1.4-06,"18290","Short chain delivery of food for urban-peri-urban areas"
KBBE.2012.2.5-01,"18308","Microbially safe water for human consumption"
KBBE.2012.1.4-07,"18291","Agricultural Knowledge and Innovation Systems for an inclusive Europe"
KBBE.2012.1.2-05,"18350","Development of seed testing methods for pests and pathogens of plant health concern"
KBBE.2012.1.3-02,"18360","Targeted research effort on African swine fever"
KBBE.2012.2.3-03,"18300","Automation in food packaging systems"
KBBE.2012.2.3-05,"18302","Insects as novel sources of proteins — SICA"
KBBE.2012.2.4-02,"18304","Food safety and quality issues related to parasites in seafood"
KBBE.2012.2.4-04,"18306","Towards evidence-based risk management of food allergies"
JTI-CS-2012-1-GRA-01-047,"17930","Advanced light pressure bulkhead for a/c cockpit"
KBBE.2012.1.2-10,"18355","Prevention of important diseases of farmed fish species"
KBBE.2012.1.4-09,"18293","International comparisons of product chains in the agro-food sectors: determinants of their competitiveness and performance on EU and international markets"
ICT-2011.5.7,"18238","Support to the early implementation of the Joint Programming Initiative (JPI) 'More Years – Better Lives – the Challenges and Opportunities of Demographic Change'"
JTI-CS-2009-1-GRA-01-004,"13245","New prepreg"
ENERGY.2012.7.3.3,"18232","Support to the coordination of stakeholders activities in the field of Smart Grids"
INCO.2012-2.1,"17617","Australia, Brazil, China, India, New Zealand, Russia, South-Korea, United States of America, South Africa"
INCO.2012-2.2,"17618","Argentina, Chile, Jordan, Mexico, Morocco, Ukraine"
KBBE.2012.1.2-09,"18354","Integrating the role of marine benthic ecosystems in fisheries management (The Ocean of Tomorrow)"
JTI-CS-2012-1-SAGE-02-012,"17875","Optimal High Lift Turbine Blade Aero-Mechanical Design"
ICT-2011.1.4,"16700","Trustworthy ICT"
ICT-2011.9.6,"18412","FET Proactive: Unconventional Computation (UCOMP)"
KBBE.2012.2.1-01,"18294","Role of health-related symbols and claims in consumer behaviour"
ICT-2011.6.7,"16663","Cooperative Systems for energy efficient and sustainable mobility"
ICT-2011.8.1,"16699","Technology-enhanced learning"
ICT-2011.9.8,"16668","FET Proactive: Minimising Energy Consumption of Computing to the Limit (MINECC)"
ICT-2011.9.7,"16666","FET Proactive: Dynamics of Multi-Level Complex Systems (DyM-CS)"
KBBE.2012.1.2-11,"18356","Bridging the gap between science and producers to support the European marine mollusc production sector"
INFRA-2012-3.2.,"17587","International cooperation with the USA on common e-Infrastructure for scientific data"
HEALTH.2012.4.1-4,"18340","Communicating the benefits of European research to the general public"
HEALTH.2012.2.4.5-2,"18332","Biomarkers and diagnostics for chronic inflammatory diseases of the joints and/or digestive system"
HEALTH.2012.2.2.2-2,"18378","Investigator-driven clinical trials for optimisation of management of elderly patients with multiple diseases"
ENV.2012.6.5-2,"18153","Demonstration and exploitation of most promising prototypes and tools derived from European research activities"
ENV.2012.6.1-3,"18130","Strategies, costs and impacts of adaptation to climate change"
JTI-CS-2012-1-SFWA-01-044,"17840","MEMS Gyrometer – Maturity assessment of performance and integration"
JTI-CS-2012-1-ECO-02-013,"17815","Electrical Test Bench Generic Configuration Behavourial Electrical Network Analysis Model"
ERC-OA-2012-PoC,"17680","European Research Council ERC Proof of Concept"
JTI-CS-2011-1-SAGE-04-012,"17893","Electric Smart Engine Actuator"
JTI-CS-2011-2-SFWA-03-009,"17867","Final Assembly Line Assembly  Jigs and Fixtures for flight test demonstrator"
HEALTH.2012.2.4.3-1,"18326","Innovative approach to manage diabetes"
HEALTH.2012.2.1.1-3,"18373","Statistical methods for collection and analysis of -omics data"
JTI-CS-2012-1-ECO-01-041,"17800","Autoclave cycle optimisation"
ICT-2011.9.14,"16689","'Science of Global Systems'"
JTI-CS-2011-1-SAGE-01-001,"17868","Lean Burn Control System Verification Rig"
HEALTH.2012.4.1-5,"18341","Preparing the future for health research and innovation"
HEALTH.2012.2.3.2-3,"18382","Prevention and treatment for HIV/AIDS, malaria and tuberculosis"
HEALTH.2012.3.2-1,"18333","Improving the organisation of health service delivery"
HEALTH.2012.1.2-1,"18363","Development of technologies with a view to patient group stratification for personalised medicine applications"
HEALTH.2012.2.4.3-2,"18327","Investigator-driven clinical trials for type 1 diabetes research"
HEALTH.2012.4.1-2,"18338","Training actions linked to intellectual property rights management and knowledge transfer"
HEALTH.2012.2.3.2-1,"18380","Co-infection of HIV/AIDS, malaria, tuberculosis and/or hepatitis"
HEALTH.2012.2.4.4-1,"18328","Preclinical and/or clinical development of substances with a clear potential as orphan drugs"
HEALTH.2012.4.1-3,"18339","Support for Presidency events: Organisation of supporting actions and events related to the Presidency of the European Union"
HEALTH.2012.3.2-3,"18335","Social innovation for active and healthy ageing"
KBBE.2012.2.4-01,"18303","Contaminants  in seafood  and their impact on public health (The Ocean of Tomorrow)"
KBBE.2012.1.1-02,"18344","Animal and farm-centric approach to precision livestock farming in Europe"
SST.2012.4.1-1.,"18090","Human element factors in shipping safety"
REGIONS-2012-2013-1,"17592","Transnational cooperation between regional research-driven clusters"
Fission,"11456","Nuclear Fission and Radiation Protection"
HEALTH.2012.3.2-2,"18334","New methodologies for health technology assessment"
HEALTH.2012.4.1-1,"18337","Network to encourage knowledge transfer activity in FP-funded health research (especially in academic and governmental organisations)"
HEALTH.2012.2.1.1-1-B,"18370","Clinical utility of -omics for better diagnosis of rare diseases"
ENV.2012.6.5-1,"18152","Developing community-based environmental monitoring and information systems using innovative and novel earth observation applications"
KBBE.2012.1.1-03,"18345","Precision technologies to improve irrigation management and increase water productivity in major water-demanding crops in Europe"
JTI-CS-2011-1-GRA-01-036,"17919","Development of methodology for selection and integration of sensors in fuselage stiffened panels. Testing scheme, testing of sensorised fuselage stiffened panels and data processing."
HEALTH.2012.2.1.2-1,"18374","Systems medicine: SME-driven research applying systems biology approaches to address medical and clinical needs"
HEALTH.2012.2.3.2-4,"18383","Low-cost interventions for disease control in resource poor settings"
SST.2012.4.1-3.,"18092","Large scale naturalistic driving observations for safe and sustainable transport"
GC.SST.2012.1-5.,"18107","Integration and optimisation of range extenders on Electric Vehicles"
INCO.2012-1.4,"17616","South East Asian Countries"
AAT.2012.4.4-1.,"18200","Integrated approach and demonstration to lean manufacturing of metal, composite and hybrid aircraft / engine structures"
SP1-JTI-FCH.2011.1.5,"17828","Next generation European MEAs for transportation applications"
SP1-JTI-ARTEMIS-2008-1,"17979","Methods and processes for safety-relevant embedded systems"
HEALTH.2012.1.4-4,"18367","Targeted nucleic acid delivery as an innovative therapeutic or prophylactic approach"
SST.2012.5.2-1.,"18095","Tools and conditions for attractive, efficient and competitive single wagonload traffic and its interaction with road and intermodal transports"
ICT-2011.4.4,"16686","Intelligent Information Management"
ICT-2011.6.3,"16680","ICT for efficient water resources management"
HEALTH.2012.2.1.1-1-A,"18369","Support for international rare disease research"
KBBE.2012.1.2-12,"18357","Providing molecular tools for assessing and monitoring the potential genetic impact of aquaculture on native populations (The Ocean of Tomorrow)"
KBBE.2012.2.3-04,"18301","Personalised approaches to food production and distribution"
NMP.2012.1.4-5,"18250","Improving education in nanotechnologies to match the skill needs of EU industry and society"
NMP.2012.1.2-3,"18242","ERA-NET on Nanomedicine"
NMP.2012.4.1-4,"18271","Substitution of critical raw materials: networking, specifying R&amp;D needs and priorities"
HEALTH.2012.1.4-3,"18366","Innovative Strategies for translation of stem cell based therapies in regenerative medicine (European Union-Australia cooperation)"
ENV.2012.6.1-1,"18128","Seasonal-to-decadal climate predictions towards climate services"
ENV.2012.6.2-1,"18135","Exploration of the operational potential of the concepts of ecosystem services and natural capital to systematically inform sustainable land, water and urban management"
ENV.2012.6.4-3,"18150","Integrating environmental and health data to advance knowledge of the role of environment in human health and well-being in support of a European exposome initiative"
GC.SST.2012.1-4.,"18106","Modelling and testing for improved safety of alternatively-powered vehicles"
ICT-2011.6.1,"16694","Smart Energy Grids"
EEB-ICT-2011.6.5,"16681","ICT for energy-positive neighbourhoods"
ICT-2011.11.1,"16693","Ensuring more efficient, higher quality public services through Pre-Commercial Procurement"
ENV.2012.6.4-1,"18148","Improving the resilience of society to catastrophic natural hazards through new risk-management partnerships"
